Content,Metadata
,"{'title': 'Genel Arşiv', 'id': '29885989', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=29885989'}"
,"{'title': 'Projeler', 'id': '29887409', 'source': 'https://wiki.softtech.com.tr/display/SDO/Projeler'}"
Proje Künyesi Başlık Açıklama GCP Proje Adı softtech-demo-turib Proje Linki VPC Tannımları Başlık Açıklama VPC Adı softtech-demo-turib-vpc Subnet Adı subnet-10-223-16-0-24 Subnet Tanımı 10.223.16.0/24,"{'title': 'Türib Projesi', 'id': '29887411', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=29887411'}"
,"{'title': 'GCP PoB', 'id': '29887419', 'source': 'https://wiki.softtech.com.tr/display/SDO/GCP+PoB'}"
"GCP üzerinde yapılan Site-to-Site VPN ayarları için kullanılan temel konfigürasyon ve paydaş bilgileri derlenmiştir, Kurum Kurumsal Kontakt İç Birimler Açıklama Anadolu Sigorta Hakan Diler Program Yöneticisi (+90) 850 744 02 74 hdiler@anadolusigorta.com.tr Yalçın Şanlı Sistem Mimarı (+90) 850 744 04 13 ysanli@anadolusigorta.com.tr PoB Celal Emre Koçak Emre.Kocak@softtech.com.tr 05334837173 İş Portföy İş Bankası İşbank Pasific ve Isbank İş Net Softtech Platform ve DevOps ekibi, Sinan Çayır, Hasan Çağlar İşNet'ten gitlab erişimleri İş Yatırım Murat Kaya KGF Şubat 2021 tarihinde silindi. GCP Site-to-Site VPN temel konfigürasyonları Kurum Remote GW IP Local GCP GW IP Protokol Karşı Taraf Networkleri Local Networkler (GCP) Ek Açıklamalar Anadolu Sigorta 193.202.18.2 35.222.157.121 IKEv2 10.1.48.0/24 10.1.37.0/24 10.223.2.0/23 10.223.8.0/23 anadolusigorta-site-to-site-vpn-tunnel-1 İş Portföy 213.161.152.133 35.192.84.151 IKEv2 172.30.240.21/32 10.200.120.14/32 185.57.245.93/32 10.254.18.0/24 10.10.249.35/32 185.96.112.119/32 10.223.2.0/23 10.52.0.0/14 10.61.0.0/17 10.223.8.0/23 10.70.0.0/15 is-portfoy-site-2-site-vpn-gateway1 İş Bankası Pasific İş Bankası İş Net İş Yatırım","{'title': 'Site-to-Site VPN Paydaşları', 'id': '29888791', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=29888791'}"
"Private Catalog Üzerinden GKE Cluster Kurulumu Gcloud hesabınıza softtech mail'i ile giriş yapılır. Size oluşturulan projede işlemler yapılır. Sol üst köşedeki üç çizgiye tıklanır ve Navigasyon Paneli açılır. Sonrasında Private Catalog'a tıklanır. Cluster oluşturmak için Gke Cluster & Ingress Controller kartına tıklanır.Ardından gelen ekranda Deploy tuşuna basılır. Sırayla Deployment Name verilir. Oluşturulmak istenen Cluster'a isim verilir. Cluster içinde bulunan NodePool'a isim verilir. Enviroment ismi girilir ( dev,beta) Cluster'ın kaç node'dan oluşacağı girilir. Cluster AutoScaling kısmı değiştirilmez. Preview and Deploy Tuşuna basılır. Herhangi bir hata çıkmaması durumunda DEPLOY tuşuna basılarak deploy işlemi başlatılır. Deploy işlemi tamamlandığında aşağıdaki şekilde gözükecektir. Sol tarafta bulunan Navigasyon Paneline tıklayarak Kubernetes Engine 'e gidip Kubernetes'inizi kullanmaya başlayabilirsiniz. Private Catalog Üzerinden GKE Cluster'a Uygulama Kurulumu GKE Cluster kurulumu tamamlandıktan sonra Private Catalog'da bulunan uygulamalardan istediğinizi seçerek Cluster'ınıza deploy edebilirsiniz. Örnek Olarak ; Standalone Mysql kurulumu aşağıdaki gibi gerçekleştirilir. Private Catalog ekranı açılır. Kartlardan mysql seçilir. Deploy tuşuna basılır. Sırasıyla Deployment ismi verilir. Private Catalog üzerinden Kurulmuş olan GKE CLUSTER ismi verilir. Kubernetes Engine sekmesine tıklayarak alınabilir. Google Cloud Platform yazsının yanında bulunan proje ismi verilir. Oluşturulacak db ismi,kullanıcısı, kullanıcı parolası, root parolası belirlenir. DB'ye internet üzerinden erişilmek isteniyorsa NodePort yazan yere LoadBalancer yazılır.NodePort üzerinden sadece VPN üzerinden erişelebilir. Son olarak DB boyutu GB cinsinden belirlenir Preview and Deploy tuşuna basılır ve Preview işlemi tamanlandıktan sonra Deploy tuşuna basılır. Deploy işlemi tamamlandığında aşağıdaki şekilde gözükecektir. Uygulamanızı Kubernetes Engine üzerinden kullanabilirsiniz. Private Catalog Üzerinden GKE Cluster'dan Uygulama Silme İşlemi Sol tarafta bulunan Navigasyon Paneline tıklanır. Sırasıyla Private Catalog seçeği seçilir Açılan ekranda sol tarafta Terraform deployments'a tıklanır. Silinmek istenen deployment bulunur ve en sağda bulunan üst üste 3 noktaya basılır. Ardından Deprovison tuşuna basılır. Deprovisioned edilmiş Deployment , Delete tuşuna basılır ve silme işlemi tamamlanır. NOT : Private Catalog Üzerinden Kurulan GKE Cluster'ı Kaldırmak İçin Öncelikle Private Catalog Üzerinden Kurulan Uygulamalar Silinmelidir.worddavcf30cf437b7e90eefe874a0191279afa.pngworddav40a2031c422e678d07e5853d508d3cc0.pngworddav4af711dbc986f1fb5610a28788f81b07.pngworddaveb5837c5d24028fdf61d651fadfad027.pngworddav201521e3aa309c9551ddc0c3372bbf58.pngworddava15698e6dc202a3c61c44a4d8fc45395.pngworddav5f6c0e4ed2750a45cfb16de9d4db6dfb.pngworddav59b4c7defc7f206ae0f22337b71548f6.pngworddav2cbf08a7e4de312fc82bcbc6b94ac485.pngworddav6e8d226b772a7c750de2d80b971233f8.png","{'title': 'GCloud Private Catalog Kullanım Rehberi', 'id': '29889435', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=29889435'}"
"Kurulum Adımları MSSQL Konfigürasyonu Keycloak Konfigürasyonu 1. MSSQL Kurulumu Oluşturulan Windows suncuusuna MSSQL kurulumu ardından Keycloak adında bir database oluşturulur. keycloakuser adında bir user oluşturulur. keycloakuser kullanıcısı Keycloak databese'ine db owner olarak eklenir. MSSQL TCP/IP erişimi aktif hale getirilir. 2. Keycloak Konfigürasyonu Keycloak'ın çalışması için gereken Java 8 JDK sisteme yüklenir. Örnek: OpenJDK şu bağlantı ile indirilebilir Redhat OpenJDK Database bağlantısı için gereken mssql-jdbc-8.2.2.jre8.jar linkten indirilir. plateu klasörü ve Deployment Jar dosyaları sağlanan repo üzerinden temin edilir. Keycloak (v11.0.3 ) Keycloak Download sayfasından zip olarak indilen Keycloak istenilen dizine çıkartılır. Örnek: C:\Keycloak\ Deployment Jar dosyaları <Keycloak Path>\standalone\deployments altına kopyalanır. Belirtilen klasör yapısı oluşturulur. <Keycloak Path>\modules\system\layers\keycloak\com\microsoft\main Bu klasör içine 2. adımda indirilen mssql-jdbc-8.2.2.jre8.jar dosyası koyulur. Aynı klasör içine module.xml adında bir dosya yaratılıp içine aşağıdakiler eklenir <?xml version=""1.0"" ?>
<module xmlns=""urn:jboss:module:3.4"" name=""com.microsoft"">
    <resources>
        <resource-root path=""mssql-jdbc-8.2.2.jre8.jar""/>
    </resources>
    <dependencies>
        <module name=""javax.api""/>
        <module name=""javax.transaction.api""/>
    </dependencies>
</module> <Keycloak Path>\modules altına plateau klasörü kopyalanır. standalone.xml dosyası şu şekilde düzenlenir <Keycloak Path>\standalone\configuration\standalone.xml <datasources>

    <!--   DÜZENLENECEK KISIM  -->
    <datasource jndi-name=""java:jboss/datasources/KeycloakDS"" pool-name=""KeycloakDS"" enabled=""true"" use-java-context=""true"">
    <connection-url>jdbc:sqlserver://[SUNUCU İSMİ]:1433;DatabaseName=[OLUŞTURULAN DATABASE];</connection-url>
        <driver>sqlserver</driver>
        <security>
            <user-name>[KEYCLOAK İÇİN OLUŞTURULAN USER]</user-name>
            <password>[KEYCLOAK İÇİN OLUŞTURULAN USER PAROLASI]</password>
        </security>
    </datasource>

    <drivers>
        <driver name=""h2"" module=""com.h2database.h2"">
            <xa-datasource-class>org.h2.jdbcx.JdbcDataSource</xa-datasource-class>
        </driver>

        <!--   EKLENECEK KISIM  -->
        <driver name=""sqlserver"" module=""com.microsoft"">
            <driver-class>com.microsoft.sqlserver.jdbc.SQLServerDriver</driver-class>
        </driver>
    </drivers>
</datasources>



<subsystem xmlns=""urn:jboss:domain:keycloak-server:1.1"">
    <!--   EKLENECEK KISIM  -->
    <providers>
        <provider>module:plateau.security.provider.notification-provider</provider>
    </providers>

    <!--   EKLENECEK KISIM  -->
    <spi name=""notification-spi"">
        <provider name=""default"" enabled=""true"">
            <properties>
                <property name=""url"" value=""http://notification.security.dev.rally.softtech""/>
            </properties>
        </provider>
    </spi> <Keycloak Path>\bin\standalone.bat çalıştırılır. Eğer hata alınmazsa Keycloak'a http://<sunucu adresi>:8080/auth adresinden erişebilirsiniz.","{'title': 'Keycloak Kurulumu (Windows Standalone)', 'id': '29889449', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=29889449'}"
Softtech 2021 Baseline Ön Çalışması true,"{'title': '2021 Baseline', 'id': '29892287', 'source': 'https://wiki.softtech.com.tr/display/SDO/2021+Baseline'}"
"Dijital Onboarding uygulamasının OnPrem kurulumları Kubernetes, MySQL, Object Storage, Jitsi ve Jibri kurulumlarını gerektirmektedir. Sistem Gereksinimleri 3 2 Elastic Search, Kibana Elastic Search ve Kibanaya ilişkin bilgilere sitesinden erişebilirsiniz. Grafana ve Prometheus Platfarm üzerinde çalışan uygulamanın performans durumunu takip etmek için Grafana ve Prometheus kullanılabilir. MySQL Tercih ettiğiniz Linux işletim sistemi üzerinde MySQL 8.0.11 - MySQL 8.0.22 sürümlerinden birisi kurulu olmalıdır. Yüksek erişebilirlik ihtiyacına bağlı olarak Aktif - Pasif, Akitf - Aktif modda kurulu MySQL kurulumları da kullanılabilir. Kurulum yapılacak sunucular üzerinde en az 4 vCPU işlemci, 16 GB bellek ve 300 GB DB disk alanı bulunmalıdır. Ortamınıza uygun MySQL 8 kurulumunu sitesinde yer alan adımları takip ederek yapabilirsiniz. Object Storage - Minio Minio kurulumu için Ubuntu 20.04 LTS sürümü kullanılması tavsiye edilmektedir. Kurulum yapılacak sunucu üzerinde en az 4 vCPU, 16 GB bellek ve 2 TB kadar disk alanı bulunmalıdır. Ortamınıza uygun Minio sürümü kurulumunu sitesinden yapabilirsiniz. Yüz Tanıma Uygulaması Yüz tanıma servisi için Ubuntu 18.04 LTS üzeri kullanılması tavsiye edilmektedir. Kurulum yapılacak sunucu üzerinde en az 2 vCPU, 4 GB bellek ve 40GB kadar disk alanı bulunmalıdır. Not: Kurulum detayları ayrıca iletilecektir. Jitsi Sunucu Kurulumu Jitsi sunucusunda en az 4 vCPU işlemci, 16 GB bellek, 200 GB disk bulunmalıdır. Aşağıdaki kurulum adımları Ubuntu 18.04 LTS işletim sistemi çalışan bir sunucu için verilmiştir. Sistem Güncellemesi Kontrolü Sistemin güncel olduğu kontrol edilir bash Kullanılacak Alan Adı ve DNS Ayarları DNS alan adı Jitsi hizmet noktanızı tanımlar. bash Jitsi Repositorysinin Eklenmesi ve Jitsi Kurulumu Jitsi kurulumu için repolar sisteme tanıtılmalıdır. Sonrasında kurulum gerçekleştirilir. bash > /etc/apt/sources.list.d/jitsi-stable.list
wget -qO - https://download.jitsi.org/jitsi-key.gpg.key | sudo apt-key add –

apt update && apt install jitsi-meet -y ]]> Kurulum esnasında SSL/TLS sertifika seçenekleri sorulacaktır. Test ortamı kurulumları için Lets Encrypt sertifikaları tercih edilebilir. PROD ortamları için ise kurumsal sertifika sağlayıcınızdan gelen sertifikalar kullanılmalıdır. Encrypt seçeneği seçerek ilerlenir. Sertifikayı daha sonra değiştireceğiz. Yükleme bittikten sonra aşağıdaki script çalıştırılır bash Jitsi Üzerinde Performans Ayarları Prosody Port Manager Hatasının Düzeltilmesi Portmanager hataları için aşağıdaki ayarlar yapılır. bash Genel Performansı İyileştirmek Sistemin ses ve video ayarları yapılarak daha performanslı çalışması sağlanır. bash Jitsi Sunucusunun Jibriler için Hazırlanması Jibri sunucu kurulumlarına başlamadan önce mevcut ortamın Jibri sunucuları ve servisleri için hazırlanması gerekmektedir. Jitsi sunucusunda çalışan Java versiyon kontrol edilir. bash VMde IBM gibi farklı bir JDK varsa (GCP VM IBM jdk ile birlikte gelir) OpenJDK'yi değiştirmemiz gerekir. bash Jitsi Sunucusunun MUC Ayarları Aşağıdaki ayarları Jitsi ve Jibriler üzerinde MUC (Multi User Chat) bileşenin düzgün çalışması için yapılmalıdır. bash Jitsi Üzerinde Jibri ve Recorder Kullanıcılarını Oluşturma Jitsi sunucusu üzerinde jibri ve recorder kullanıcıları oluşturulur. Birden fazla Jibri sunucusu kullanılacak ise her biri için ayrı jibri ve recorder kullanıcıları ve gerekli ayarları eklenir. bash org.ice4j.ice.harvest.NAT_HARVESTER_PUBLIC_ADDRESS= # Kayıt ayarlarının yapulması
vi /etc/jitsi/meet/meet.firmaadi.abc-config.js
fileRecordingsEnabled: true,
hiddenDomain: 'recorder.meet.firmaadi.abc', ]]> Yapılandırmadan sonra tüm jitsi servisleri yeniden başlatılır. bash Kurumsal Sertifikanın Yüklenmesi Sertifika değiştirilmesi için full chain sertifikasını ve anahtarı uygun yere kaydedilir, aşağdaki scriptle ilgili path verilir. bash Jitsi kurulumunda karşılaşılan sorunlar için GitHub ve Doküman sayfalarına başvurlabilir. Jitsi Sunucusunda NAT Yapılandırılması Jitsi sunucunuz bir NAT (Firewall)'un arkasında ise bu durumda sip-communicator.properties dosyasında aşağıdaki eklentiler yapılır. bash org.ice4j.ice.harvest.NAT_HARVESTER_PUBLIC_ADDRESS= ]]> Jibri Sunucu Kurulumu Kuruluacak olan her bir Jibri sunucusunda en az 3 vCPU işlemci, 4 GB bellek, 50 GB disk bulunmalıdır. Aşağıdaki kurulum adımları Ubuntu 18.04 LTS işletim sistemi çalışan bir sunucu için verilmiştir. Diğer işletim sistemlerinde kurulum için Jibri sitesi takip edilmelidir. Sunucuda Güncelleme Yapılır bash Jibri Sunucusnda Host Kayıtları Jibri sunucusunda host kayıtları alan adı planalamanıza bağlı olarak güncellenir. bash Jibri Sunucularında Java Sürümünün Yüklenmesi Jibri sunucularında doğru java sürümünün yüklenmesi için aşağıdaki adımlar izlenir, bash > ~/.bash_profile
source ~/.bash_profile]]> ALSA Loopback Modülünün Yüklenmesi ALSA Loopback modülü sanal bir ses sürücüsüdür. bash > /etc/modules

# cihaza erişim test edilir
modprobe snd-aloop

# snd-allop modülünün yüklenip yüklenmediğini test etme
lsmod | grep snd-aloop]]> Jibri Sunucusunda Google Chrome Kurulumu Google Chrome Kurulumu bash /etc/apt/sources.list.d/google-chrome.list

# google chrome un yüklenmesi
apt update && apt install google-chrome-stable -y]]> Google Chrome Üzerinde Uyarıların Kapatılması bash >/etc/opt/chrome/policies/managed/managed_policies.json]]> Chrome Driver Kurulumu bash Jibrinin Kurulması Jibrinin kurulması için gereken anahtarlar ve kütüphane linkleri eklenir ve kurulum yapılır. bash /etc/apt/sources.list.d/jitsi-stable.list""

apt update && apt install jibri -y]]> Jibri Kullanıcısının Gerekli Gruplara Eklenmesi bash Kayıtların Saklanması Kayıtların saklanması için dizin tanımlanıp üzerinde izinler düzenlenir. bash Jibri Ayarlarının Yapılması Jibri sunucusuna ssh ile bağlandıktan sonra ilgil conf dosyasında Jitsi sununcusuna ilişkin baplantı ayarları ve diğer ortam ayarları yapılır. bash Config dosyasyonda sizin ortamınıza uygun ayarları yapılır.{ jfx Confluence Güncellemeler bittikten sonra jibri servisi yeniden başlatılır. bashimage2021-1-26_16-34-30.png","{'title': 'Softtech Dijital Onboarding OnPrem Kurulumu - Container', 'id': '29892610', 'source': 'https://wiki.softtech.com.tr/display/SDO/Softtech+Dijital+Onboarding+OnPrem+Kurulumu+-+Container'}"
"Dijital Onboarding uygulamasının OnPrem kurulumları Kubernetes, MySQL, Object Storage, Jitsi ve Jibri kurulumlarını gerektirmektedir. Sistem Gereksinimleri 3 2 Mikrok8s Dijital Onbaording Uygulaması Vanilla Kubernetes ortamında çalışmaktadır. Vanilla Kubernetes versiyonlarından 1.19.3 - 1.19.7 versiyonlardan uygun olan çalışma ortamında kurulu olmalıdır. Kubernetes ortamında Ingress Gateway kurulu ve kullanılabilir durumda olmalıdır. Kubernetes destekli kurulum yapılacak sunucu üzerinde en az 5 vCPU, 16 GB bellek ve 0.5 TB kadar disk alanı bulunmalıdır. Kubernetes dışındaki seçeneklerde (Linux sunucularda servis olarak ya da Windows sunucular üzerinde Apache Tomcat gibi) gereksinimlerin müşteri ile yeniden değerlendirilmesi uygun olacaktır. Mikrok8s Kurulumu Microk8s kurulumu ve ek bileşenleri için aşağıdaki komutların çalıştırılması gerekmektedir. bash Kubectl Kurulumu Kubernetes cluster'ını yönetmek için kubectl aşağıdaki komutlar ile kurulur. bash Microk8s conf dosyasının alınması Kubectl komutunun microk8s cluster'ı ile iletişimi için aşağıdaki komutlar çalıştırılır. bash config]]> Helm Kurulumu Digitalonboarding uygulamasını kurmak için gerekli olan Helm aşağıdaki komut ile kurulur. bash Elastic Search, Filebeat Kibana (Opsiyonel) Kubernetes üzerindeki uygulama loglarının takibi için uyumlu Elastic Search, Kibana ve Filebeat bileşenleri kurulu olmalı ve Kubernetes'e entegre edilmelidir. Elastic Search ve Kibanaya ilişkin bilgilere sitesinden erişebilirsiniz. Grafana ve Prometheus (Opsiyonel) Kubernetes platformunda çalışan podların ve genel olarak sistemin performans durumunu takip etmek için Grafana ve Prometheus kurulup Kubernetes'e entegre edilmelidir. MySQL Tercih ettiğiniz Linux işletim sistemi üzerinde MySQL 8.0.11 - MySQL 8.0.22 sürümlerinden birisi kurulu olmalıdır. Yüksek erişebilirlik ihtiyacına bağlı olarak Aktif - Pasif, Akitf - Aktif modda kurulu MySQL kurulumları da kullanılabilir. Kurulum yapılacak sunucular üzerinde en az 4 vCPU işlemci, 16 GB bellek ve 300 GB DB disk alanı bulunmalıdır. Ortamınıza uygun MySQL 8 kurulumunu sitesinde yer alan adımları takip ederek yapabilirsiniz. ""MySQL 8.0.11-22 error connect to caching_sha2_password the specified module could not be found"" Hatası init-db job'unun hata almadan çalışabilmesi için aşağıdaki adımlar uygulanır: /etc/mysql/my.cnf dosyasına aşağıdaki satır eklenir bash mysql servisi yeniden başlatılır Aşağıdaki SQL çalıştırılır sql ';
ALTER USER 'root'@'%' IDENTIFIED WITH mysql_native_password BY ' ';]]> Object Storage - Minio Minio kurulumu için Ubuntu 18.04 LTS sürümü kullanılması tavsiye edilmektedir. Kurulum yapılacak sunucu üzerinde en az 4 vCPU, 16 GB bellek ve 2 TB kadar disk alanı bulunmalıdır. Ortamınıza uygun Minio sürümü kurulumunu sitesinden yapabilirsiniz. Yüz Tanıma Uygulaması Yüz tanıma servisi için Ubuntu 18.04 LTS üzeri kullanılması tavsiye edilmektedir. Kurulum yapılacak sunucu üzerinde en az 2 vCPU, 4 GB bellek ve 40GB kadar disk alanı bulunmalıdır. Not: Kurulum detayları ayrıca iletilecektir. Dijital Onboarding Uygulamasının Kurulumu Çalışılacak klasöre plateau helm chartı ve values klasörü koyulur. Güncel helm chart ve values klasörü bizim tarafımızdan sağlanacaktır. Workspace/ ├── values/ │ ├── credentials.yaml │ ├── database.yaml │ └── product-values.yaml └── plateau/ Konfigürasyon dosyalarının düzenlenmesi Database Ip bilgisi Database ip adresi database.yaml dosyasında ilgili yere eklenir. Database root credentials Database root şifresi credentials.yaml dosyasında ilgili yere eklenir. SCM Private Key app_configs'i barındıracak scm'ye erişebilecek private key credentials.yaml dosyasında ilgili yere eklenir. Kubernetes ortamı üzerinde onboarding uygulamasının kurulacağı bir namespace oluşturulur. bash Oluşturulan namespace'in container registiry'den image çekebilmesi için gerekli olan secret namespace'e eklenir. bash Bu namespace içinde oluşturulan tüm deployment'ların öntanımlı image pull secretler'ının oluşturduğumuz secret olması için namespace'e bir patch yapılması gerekmektedir. bash Onboarding uygulamasının plateau helm chart'ı ile kurulması için ihtiyaç duyulan 3 dosya hazırlanmalıdır. Bunlar: credentials.yaml: Uygulama servislerinin git reposu ve database'lere erişiminde kullanacağı parolalar bulunur. database.yaml: Database adresi portu ve teknoloji bilgisi yer alır. product-values.yaml: Kullanılacak servislerin versiyonları ve ek ayarlarını içerir. Bu dosyaların yanı sıra bir git reposunda her servis için konfigürasyon dosyaları bulunmalıdır. Yukarıdaki hazırlıklar tamamlandığında uyguluma tek komut ile ayağa kalkacaktır. bash Uygulama tek komutla kaldırılabilir. bash Jitsi Sunucu Kurulumu Jitsi sunucusunda en az 4 vCPU işlemci, 16 GB bellek, 200 GB disk bulunmalıdır. Aşağıdaki kurulum adımları Ubuntu 18.04 LTS işletim sistemi çalışan bir sunucu için verilmiştir. Sistem Güncellemesi Kontrolü Sistemin güncel olduğu kontrol edilir bash Kullanılacak Alan Adı ve DNS Ayarları DNS alan adı Jitsi hizmet noktanızı tanımlar. bash Jitsi Repositorysinin Eklenmesi ve Jitsi Kurulumu Jitsi kurulumu için repolar sisteme tanıtılmalıdır. Sonrasında kurulum gerçekleştirilir. bash > /etc/apt/sources.list.d/jitsi-stable.list
wget -qO - https://download.jitsi.org/jitsi-key.gpg.key | sudo apt-key add –

apt update && apt install jitsi-meet -y ]]> Kurulum esnasında SSL/TLS sertifika seçenekleri sorulacaktır. Test ortamı kurulumları için Lets Encrypt sertifikaları tercih edilebilir. PROD ortamları için ise kurumsal sertifika sağlayıcınızdan gelen sertifikalar kullanılmalıdır. Encrypt seçeneği seçerek ilerlenir. Sertifikayı daha sonra değiştireceğiz. Yükleme bittikten sonra aşağıdaki script çalıştırılır bash Jitsi Üzerinde Performans Ayarları Prosody Port Manager Hatasının Düzeltilmesi Portmanager hataları için aşağıdaki ayarlar yapılır. bash Genel Performansı İyileştirmek Sistemin ses ve video ayarları yapılarak daha performanslı çalışması sağlanır. bash Jitsi Sunucusunun Jibriler için Hazırlanması Jibri sunucu kurulumlarına başlamadan önce mevcut ortamın Jibri sunucuları ve servisleri için hazırlanması gerekmektedir. Jitsi sunucusunda çalışan Java versiyon kontrol edilir. bash VMde IBM gibi farklı bir JDK varsa (GCP VM IBM jdk ile birlikte gelir) OpenJDK'yi değiştirmemiz gerekir. bash Jitsi Sunucusunun MUC Ayarları Aşağıdaki ayarları Jitsi ve Jibriler üzerinde MUC (Multi User Chat) bileşenin düzgün çalışması için yapılmalıdır. bash Jitsi Üzerinde Jibri ve Recorder Kullanıcılarını Oluşturma Jitsi sunucusu üzerinde jibri ve recorder kullanıcıları oluşturulur. Birden fazla Jibri sunucusu kullanılacak ise her biri için ayrı jibri ve recorder kullanıcıları ve gerekli ayarları eklenir. bash org.ice4j.ice.harvest.NAT_HARVESTER_PUBLIC_ADDRESS= # Kayıt ayarlarının yapulması
vi /etc/jitsi/meet/meet.firmaadi.abc-config.js
fileRecordingsEnabled: true,
hiddenDomain: 'recorder.meet.firmaadi.abc', ]]> Yapılandırmadan sonra tüm jitsi servisleri yeniden başlatılır. bash Kurumsal Sertifikanın Yüklenmesi Sertifika değiştirilmesi için full chain sertifikasını ve anahtarı uygun yere kaydedilir, aşağdaki scriptle ilgili path verilir. bash Jitsi kurulumunda karşılaşılan sorunlar için GitHub ve Doküman sayfalarına başvurlabilir. Jitsi Sunucusunda NAT Yapılandırılması Jitsi sunucunuz bir NAT (Firewall)'un arkasında ise bu durumda sip-communicator.properties dosyasında aşağıdaki eklentiler yapılır. bash org.ice4j.ice.harvest.NAT_HARVESTER_PUBLIC_ADDRESS= ]]> Jibri Sunucu Kurulumu Kuruluacak olan her bir Jibri sunucusunda en az 3 vCPU işlemci, 4 GB bellek, 50 GB disk bulunmalıdır. Aşağıdaki kurulum adımları Ubuntu 18.04 LTS işletim sistemi çalışan bir sunucu için verilmiştir. Diğer işletim sistemlerinde kurulum için Jibri sitesi takip edilmelidir. Sunucuda Güncelleme Yapılır bash Jibri Sunucusnda Host Kayıtları Jibri sunucusunda host kayıtları alan adı planalamanıza bağlı olarak güncellenir. bash Jibri Sunucularında Java Sürümünün Yüklenmesi Jibri sunucularında doğru java sürümünün yüklenmesi için aşağıdaki adımlar izlenir, bash > ~/.bash_profile
source ~/.bash_profile]]> ALSA Loopback Modülünün Yüklenmesi ALSA Loopback modülü sanal bir ses sürücüsüdür. bash > /etc/modules

# cihaza erişim test edilir
modprobe snd-aloop

# snd-allop modülünün yüklenip yüklenmediğini test etme
lsmod | grep snd-aloop]]> Jibri Sunucusunda Google Chrome Kurulumu Google Chrome Kurulumu bash /etc/apt/sources.list.d/google-chrome.list

# google chrome un yüklenmesi
apt update && apt install google-chrome-stable -y]]> Google Chrome Üzerinde Uyarıların Kapatılması bash >/etc/opt/chrome/policies/managed/managed_policies.json]]> Chrome Driver Kurulumu bash Jibrinin Kurulması Jibrinin kurulması için gereken anahtarlar ve kütüphane linkleri eklenir ve kurulum yapılır. bash /etc/apt/sources.list.d/jitsi-stable.list""

apt update && apt install jibri -y]]> Jibri Kullanıcısının Gerekli Gruplara Eklenmesi bash Kayıtların Saklanması Kayıtların saklanması için dizin tanımlanıp üzerinde izinler düzenlenir. bash Jibri Ayarlarının Yapılması Jibri sunucusuna ssh ile bağlandıktan sonra ilgil conf dosyasında Jitsi sununcusuna ilişkin baplantı ayarları ve diğer ortam ayarları yapılır. bash Config dosyasyonda sizin ortamınıza uygun ayarları yapılır.{ jfx Confluence Güncellemeler bittikten sonra jibri servisi yeniden başlatılır. bashimage2021-1-26_16-34-30.png","{'title': 'Softtech Dijital Onboarding Uygulaması OnPrem Mikrok8s Kurulumu', 'id': '29892694', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=29892694'}"
"Scope Test and Prod Installation of Azure DevOps Onprem version SDLC implentation on Azure DevOps Onprem version Configure CI/CD Pipelines Integrate Continous Deployment Include Rollback Integrate Code Quality Gateays SonarQube Integration Unit Test Integration Migrating Projects from TFS Server to Azure DevOps Server (Git, TFS) Current State Assessment Roadmap and Future State Strategy, Design, and Implementation Effective DevOps toolsets that help you achieve CI/CD Alert and security automation Collaboration tools and team integration DevOps advisory services for your whole team Ongoing performance optimization automate measure and report List of the projects Git TFS Repo Unit Test SDLC DB DevOps - projeye bağlı Integration Testing Versioning Branching Strategy Project Migration Python projesi","{'title': 'Pasha Life Consultancy', 'id': '29897192', 'source': 'https://wiki.softtech.com.tr/display/SDO/Pasha+Life+Consultancy'}"
"Sunucu Altyapısı No Sunucu Ad Ortam IP vCPU RAM (GB) Disk  (GB) Açıklama 1 TUOEDX01 Beta 192.168.99.138 2 8 100 Ubuntu 20.04 LTS, Open EDX Sunucusu 2","{'title': 'Uzaktan Eğitim Projesi', 'id': '29899188', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=29899188'}"
"Softtech içinde kullanılan NGINX sunucularının listesi,","{'title': 'NGINX Sunucuları', 'id': '29899381', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=29899381'}"
